# RST localization TSV file for a build 1.3.6rc
#
# All files with tsv extension from the following directories are read on game start (relative to game installation):
#   Mods/
#   ../../workshop/content/812040/
#
# There are two ways to tell the game to use a specific language. One is by using cmd line arg
# "--language=German" and another option is to choose from the Language dropdown in the game.
#
# The game ONLY parses lines that:
# 1. start with ':' character. These are processing directives.
# 2. have at least 3 tab separated columns. These are dictionary entries. All strings are in UTF-8 encoding.
#
# Columns:
#  * "context/comment" just gives a hint where this line is in the game, it's not imported.
#  * "key" (case-sensitive) is a phrase matched in the game. If localization context is given (use-in column), both context and key must match.
#  * "translation" is what will be shown in the game.
#  * "max-len" is a hint how many characters approximately can the translation be without truncation or overflow. Not imported.
#  * "use-in" is empty by default, but localization context ids from usable-in column can be copied here to constrain where this line will be used.
#  * "usable-in" is a list of all localization context ids that can be copied into use-in. Not imported.
#
# use-in column format examples:
#  2035575234:Menu panel.prefab - points to one particular part inside menu prefab (that part has localization context id 2035575234)
#  310402963:Menu panel.prefab  - points to a different part inside menu prefab
#  2035575234:Menu panel.prefab; 310402963:Menu panel.prefab - points to both parts in menu panel
#  2035575234; 310402963 - short version of the previous line
#  2035575234:credits button in menu; 310402963:ship label in menu - same as previous line, but it shows that what's after ':' doesn't matter
#  Beam.cs - some parts of the game don't have loc ctx id, this is an example of it, it can't be used in use-in column
#
# A localization context is a non-changing integer assigned to some particular part of the game. The integer may be
# followed by some text, separated by ':', it is there just for commenting purposes and is ignored by the game.
#
# A longer guide how to edit this file and publish it in Steam Workshop is here:
# https://steamcommunity.com/sharedfiles/filedetails/?id=2244605825

# Display name should be the first non-comment, non-empty line. It marks that all the following lines are in that language.
:displayName Deutsch

# Plurals forms are used like described here, except the separator is '|'
# https://developer.mozilla.org/en-US/docs/Mozilla/Localization/Localization_and_Plurals#Developing_with_PluralForm
:mozillaPluralRuleNumber 1

# Columns (only the translation and use-in columns should be edited):
# comment	key	translation	max-len	use-in	usable-in

Beam.cs
description	Can be upgraded to working nuke slot.	Kann zu einem funktionierenden Bomben-Steckplatz aufgerüstet werden.	250		370452004:Undeveloped Battle Tiger nuke launcher slot.prefab; 1111859389:Undeveloped gardenship nuke launcher slot.prefab; 1718683524:Undeveloped Bluestar nuke launcher slot.prefab; 2038951581:dlc2/undeveloped nuke launcher slot for warpshell.prefab; 2084138964:undeveloped nuke launcher slot for weirdship.prefab
upgrades[i].text	Upgrade to nuke slot	Aufrüstung zum Bomben-Steckplatz	35		370452004:Undeveloped Battle Tiger nuke launcher slot.prefab; 1111859389:Undeveloped gardenship nuke launcher slot.prefab; 1718683524:Undeveloped Bluestar nuke launcher slot.prefab; 2038951581:dlc2/undeveloped nuke launcher slot for warpshell.prefab; 2084138964:undeveloped nuke launcher slot for weirdship.prefab

Undeveloped Bluestar nuke launcher slot.prefab

Undeveloped gardenship nuke launcher slot.prefab

Undeveloped internal slot.prefab
displayName	Undeveloped internal module slot	Unausgebauter interner Modulsteckplatz	35		1261555984:Undeveloped internal slot.prefab
description	Can be upgraded to working internal slot.	Kann zu einem funktionierenden internen Steckplatz aufgerüstet werden.	250		1261555984:Undeveloped internal slot.prefab
upgrades[i].text	Upgrade to internal slot	Aufrüstung zum internen Steckplatz	35		1261555984:Undeveloped internal slot.prefab

undeveloped nuke launcher slot for weirdship.prefab

Warp slot.prefab
displayName	Warp module slot	Warp-Modulsteckplatz	35		675697120:Warp slot.prefab
description	Accepts only warpdrive modules, cannot be upgraded.	Nimmt nur Warpantriebsmodule auf, kann nicht aufgerüstet werden.	250		675697120:Warp slot.prefab

Weapon core slot.prefab
displayName	Reinforced weapon slot	Verstärkter Waffensteckplatz	35		1972530845:Weapon core slot.prefab
description	Accepts weapons and other modules, adds +2 HP to ship	Nimmt Waffen und andere Module auf, fügt dem Schiff +2 HP hinzu	250		1972530845:Weapon core slot.prefab

Weapon slot.prefab
displayName	Weapon slot	Waffensteckplatz	35		1837849614:Weapon slot.prefab
description	Accepts weapons and other modules, can be downgraded to point-defence slot.	Nimmt Waffen und andere Module auf, kann zu einem Punktabwehr-Steckplatz herabgestuft werden.	250		1837849614:Weapon slot.prefab
upgrades[i].text	Upgrade to core weapon slot	Aufrüstung zum Kernwaffen-Steckplatz	35		1837849614:Weapon slot.prefab
upgrades[i].text	Downgrade to hybrid slot	Herabstufung zum Hybrid-Steckplatz	35		1837849614:Weapon slot.prefab

artifactmodule nat bluecrystal.prefab
displayName	Natural artifact (exotic crystal)	Natürliches Artefakt (exotischer Kristall)	40		2016575469:artifactmodule nat bluecrystal.prefab; 951480953:artifactmodule nat whitecrystal.prefab; 1689256804:artifactmodule nat rahn.prefab
description	A giant exotic crystal.	Ein riesiger exotischer Kristall.	200		2016575469:artifactmodule nat bluecrystal.prefab

artifactmodule nat bone.prefab
displayName	Natural artifact (fossilized bone)	Natürliches Artefakt (versteinerter Knochen)	40		1696261283:artifactmodule nat bone.prefab
description	A fossilized warp animal bone. Contains exotics. Can be scrapped for resources.	Ein versteinerter Warp-Tierknochen. Enthält Exoten. Kann für Ressourcen verschrottet werden.	200		1696261283:artifactmodule nat bone.prefab

artifactmodule nat eleriumite.prefab
displayName	Natural artifact (volatile crystal)	Natürliches Artefakt (flüchtiger Kristall)	40		1567870807:artifactmodule nat eleriumite.prefab
description	A giant Eleriumite crystal. Highly explosive due to volatile minerals, can be scrapped for resources.	Ein riesiger Eleriumit-Kristall. Hochexplosiv aufgrund von flüchtigen Mineralien, kann für Ressourcen verschrottet werden.	200		1567870807:artifactmodule nat eleriumite.prefab

artifactmodule nat fossilbug.prefab
displayName	Artifact (fossilized insectoid)	Artefakt (versteinerter Insektoid)	40		874868118:artifactmodule nat fossilbug.prefab
description	This creature has fossilized into organic, highly volatile matter.	Diese Kreatur ist zu organischer, leicht flüchtiger Materie versteinert.	200		874868118:artifactmodule nat fossilbug.prefab

artifactmodule nat rahn.prefab
description	A giant chunk of solidified exotic substances. Warp radiation suggests high value.	Ein riesiger Brocken verfestigter exotischer Substanzen. Warp-Strahlung lässt auf hohen Wert schließen.	200		1689256804:artifactmodule nat rahn.prefab

artifactmodule nat redcrystal.prefab
displayName	Artifact (exotic crystal)	Artefakt (exotischer Kristall)	40		1270337569:artifactmodule nat redcrystal.prefab
description	A thin, super smooth slice of solidified exotic substances. Warp radiation suggests high value.	Eine dünne, superglatte Scheibe aus erstarrten exotischen Substanzen. Warp-Strahlung deutet auf hohen Wert hin.	200		1270337569:artifactmodule nat redcrystal.prefab

artifactmodule nat skull.prefab
displayName	Natural artifact (fossilized skull)	Natürliches Artefakt (versteinerter Schädel)	40		1666228140:artifactmodule nat skull.prefab
description	A giant alien bone, made of organic and exotic compounds. Can be scrapped for resources.	Ein riesiger Alien-Knochen, hergestellt aus organischen und exotischen Verbindungen. Kann für Ressourcen verschrottet werden.	200		1666228140:artifactmodule nat skull.prefab

artifactmodule nat whitecrystal.prefab
description	A crystal comprised of exotics and rare metals.	Ein Kristall, der aus exotischen und seltenen Metallen besteht.	200		951480953:artifactmodule nat whitecrystal.prefab

artifactmodule nat young eleriumite.prefab
displayName	Natural artifact	Natürliches Artefakt	40		193928381:artifactmodule nat young eleriumite.prefab; 1821549491:Perk module artifact, nontech.prefab
description	Young eleriumite crystals. Highly volatile.	Junge Eleriumit-Kristalle. Hochgradig flüchtig.	200		193928381:artifactmodule nat young eleriumite.prefab

artifactmodule tec 11 biostasis.prefab
displayName	Tech artifact (biostasis unit)	Technisches Artefakt (Biostasis-Einheit)	40		957508477:artifactmodule tec 11 biostasis.prefab; 685017033:artifactmodule tec 33 biostasis nice worm.prefab
description	A piece of non-repairable xenotechnology that contains a small, dead warp worm and lots of valuable scientific information.	Ein nicht reparierbares Stück Xenotechnologie, das einen kleinen, toten Warpwurm und viele wertvolle wissenschaftliche Informationen enthält.	200		957508477:artifactmodule tec 11 biostasis.prefab

artifactmodule tec 12 data square gizmo with minidomes.prefab
displayName	Tech artifact (data core)	Tech-Artefakt (Datenkern)	40		1745395905:artifactmodule tec 12 data square gizmo with minidomes.prefab; 179311961:artifactmodule tec 21 data core rectangle gizmo.prefab
description	A giant data core with some valuable information inside (which can be obtained only by breaking it). The module can be also used as a crude integrity hardpoint.	Ein riesiger Datenkern mit einigen wertvollen Informationen im Inneren (die nur durch Zerbrechen erhalten werden können). Das Modul kann auch als grober Integritäts-Ansatzpunkt verwendet werden.	200		1745395905:artifactmodule tec 12 data square gizmo with minidomes.prefab; 179311961:artifactmodule tec 21 data core rectangle gizmo.prefab

artifactmodule tec 13 data core brassdome ECM.prefab
displayName	Tech artifact (ECM integrity data core)	Tech-Artefakt (EGM-Integritätsdatenkern)	40		1745395904:artifactmodule tec 13 data core brassdome ECM.prefab
description	A giant armored data core with some valuable information inside (which can be obtained only by breaking it). The module can be used as integrity ECM hardpoint.	Ein riesiger gepanzerter Datenkern mit einigen wertvollen Informationen im Inneren (die nur durch Zerbrechen erhalten werden können). Das Modul kann als Integritäts-EGM-Ansatzpunkt verwendet werden.	200		1745395904:artifactmodule tec 13 data core brassdome ECM.prefab

artifactmodule tec 17 broken screen gizmo, data.prefab
displayName	Tech artifact	Tech-Artefakt	40		1745395900:artifactmodule tec 17 broken screen gizmo, data.prefab; 179311957:artifactmodule tec 25 broken screen gizmo.prefab; 656277331:artifactmodule tec 37 ripped quarter of a dome.prefab; 760711667:artifactmodule tec 36 broken gizmo.prefab; 760711671:artifactmodule tec 32 broken container gizmo.prefab
description	A piece of non-usable xenotechnology. Scrapping would yield resources and research data.	Ein Stück nicht verwendbarer Xenotechnologie. Eine Verschrottung würde Ressourcen und Forschungsdaten ergeben.	200		1745395900:artifactmodule tec 17 broken screen gizmo, data.prefab; 179311957:artifactmodule tec 25 broken screen gizmo.prefab; 760711667:artifactmodule tec 36 broken gizmo.prefab

artifactmodule tec 21 data core rectangle gizmo.prefab

artifactmodule tec 22 metal synt gizmo ECM.prefab
displayName	Tech artifact (ECM integrity hardpoint)	Tech-Artefakt (EGM-Integritäts-Ansatzpunkt)	40		179311964:artifactmodule tec 22 metal synt gizmo ECM.prefab; 179311963:artifactmodule tec 23 metal gizmo with light ECM.prefab
description	A piece of modular xenotechnology. The module can be used as a crude integrity hardpoint and produces ECM static if powered. Scrapping would yield resources and research data.	Ein Stück modularer Xenotechnologie. Das Modul kann als grober Integritäts-Ansatzpunkt verwendet werden und erzeugt EGM-Statik, wenn es mit Strom versorgt wird. Eine Verschrottung würde Ressourcen und Forschungsdaten ergeben.	200		179311964:artifactmodule tec 22 metal synt gizmo ECM.prefab

artifactmodule tec 23 metal gizmo with light ECM.prefab
description	A piece of xenotechnology. The module can be used as a crude integrity hardpoint. It produces minimal ECM static if powered. Can be installed into internal slot.	Ein Teil der Xenotechnologie. Das Modul kann als grober Integritäts-Ansatzpunkt verwendet werden. Es erzeugt minimale EGM-Statik, wenn es mit Energie versorgt wird. Kann im internen Steckplatz installiert werden.	200		179311963:artifactmodule tec 23 metal gizmo with light ECM.prefab

artifactmodule tec 24 broken warp gizmo ECM.prefab
displayName	Tech artifact (damaged warpdrive)	Tech-Artefakt (beschädigter Warpantrieb)	40		177900583:artifactmodule tec 24 broken warp gizmo ECM.prefab
description	A damaged, but partially functional advanced warpdrive, mostly made of exotics. Powering the module creates warp static, so it can be used as an internal ECM scrambler that does not need a hybrid slot like normal jammers.	Ein beschädigter, aber teilweise funktionsfähiger, fortschrittlicher Warpantrieb, der größtenteils aus exotischen Materialien besteht. Die Stromversorgung des Moduls erzeugt Warp-Statik, so dass es als interner EGM-Verwürfler verwendet werden kann, der keinen Hybrid-Steckplatz wie normale Störsender benötigt.	200		177900583:artifactmodule tec 24 broken warp gizmo ECM.prefab

artifactmodule tec 25 broken screen gizmo.prefab

artifactmodule tec 28 data core giant chip ECM internal.prefab
displayName	Tech artifact (old datacore)	Tech-Artefakt (alter Datenkern)	40		1985410647:artifactmodule tec 28 data core giant chip ECM internal.prefab
description	A giant data core with some information remaining inside. Can be scrapped for resources or used to calculate better evasive maneuvers.	Ein riesiger Datenkern mit einigen verbliebenen Informationen im Inneren. Kann für Ressourcen verschrottet oder zur Berechnung besserer Ausweichmanöver verwendet werden.	200		1985410647:artifactmodule tec 28 data core giant chip ECM internal.prefab

artifactmodule tec 31 data core node small lamp dome.prefab
displayName	Tech artifact (AI node)	Tech-Artefakt (KI-Knoten)	40		1664024110:artifactmodule tec 31 data core node small lamp dome.prefab
description	A giant data core with some information remaining inside. Can be scrapped for resources or used as a crude integrity hardpoint.	Ein riesiger Datenkern, in dem noch einige Informationen enthalten sind. Kann für Ressourcen verschrottet oder als grober Integritäts-Ansatzpunkt verwendet werden.	200		1664024110:artifactmodule tec 31 data core node small lamp dome.prefab

artifactmodule tec 32 broken container gizmo.prefab
description	A piece of unusable xenotechnology.	Ein Stück unbrauchbare Xenotechnologie.	200		760711671:artifactmodule tec 32 broken container gizmo.prefab

artifactmodule tec 33 biostasis nice worm.prefab
description	A piece of non-usable xenotechnology that contains a dead animal. Can be scrapped for resources.	Ein Stück unbrauchbarer Xenotechnologie, das ein totes Tier enthält. Kann für Ressourcen verschrottet werden.	200		685017033:artifactmodule tec 33 biostasis nice worm.prefab

artifactmodule tec 34 data core grammofon.prefab
displayName	Tech artifact (ancient data core)	Tech-Artefakt (alter Datenkern)	40		1279608160:artifactmodule tec 34 data core grammofon.prefab
description	A giant data core with some information remaining inside . Can be scrapped for resources.	Ein riesiger Datenkern, in dem sich noch einige Informationen befinden. Kann für Ressourcen verschrottet werden.	200		1279608160:artifactmodule tec 34 data core grammofon.prefab

artifactmodule tec 35 data core makk.prefab
displayName	Tech artifact (ancient data storage)	Tech-Artefakt (Uralt-Datenspeicher)	40		1316302015:artifactmodule tec 35 data core makk.prefab
description	A giant data storage with some information inside. Can be scrapped for resources.	Ein riesiger Datenspeicher mit einigen Informationen darin. Kann für Ressourcen verschrottet werden.	200		1316302015:artifactmodule tec 35 data core makk.prefab

artifactmodule tec 36 broken gizmo.prefab

artifactmodule tec 37 ripped quarter of a dome.prefab
description	A piece of unusable xenotechnology. Scrapping would yield resources and research data.	Ein Stück unbrauchbare Xenotechnologie. Die Verschrottung würde Ressourcen und Forschungsdaten einbringen.	200		656277331:artifactmodule tec 37 ripped quarter of a dome.prefab

artifactmodule tec 38 accuracy datacore manysquares.prefab
displayName	Tech artifact (old datacore array)	Tech-Artefakt (altes Datenkern-Array)	40		1392338414:artifactmodule tec 38 accuracy datacore manysquares.prefab
description	A giant, obsolete data core unit with some credits remaining inside. Contains 16 living (totally not conscious) memory cores. Can be used to calcualte targeting vectors, increasing accuracy of all ship weapons.	Eine riesige, veraltete Datenkerneinheit, in der noch einige Kredite vorhanden sind. Enthält 16 lebende (völlig unbewusste) Speicherkerne. Kann zur Berechnung von Zielvektoren verwendet werden, was die Genauigkeit aller Schiffswaffen erhöht.	200		1392338414:artifactmodule tec 38 accuracy datacore manysquares.prefab

artifactmodule tec 39 accuracy advanced data core.prefab
displayName	Tech artifact (advanced datacore)	Tech-Artefakt (fortgeschrittener Datenkern)	40		1776726075:artifactmodule tec 39 accuracy advanced data core.prefab
description	A giant data core with some valuable information inside (which can be obtained only by breaking it). This module can be used to calculate targeting vectors, increasing accuracy of all weapons on the ship.	Ein riesiger Datenkern mit einigen wertvollen Informationen im Inneren (die nur durch Brechen des Kerns erhalten werden können). Dieses Modul kann zur Berechnung von Zielvektoren verwendet werden, wodurch die Genauigkeit aller Waffen des Schiffes erhöht wird.	200		1776726075:artifactmodule tec 39 accuracy advanced data core.prefab

artifactmodule tec biotech eyeball asteroid predictor.prefab
displayName	Biotech artifact (asteroid predictor)	Biotech-Artefakt (Asteroiden-Vorhersager)	40		374327078:artifactmodule tec biotech eyeball asteroid predictor.prefab
description	A piece of living xenotechnology that can be used to predict asteroid movement vectors. Scrapping would yield both resources and research data.	Ein Stück lebender Xenotechnologie, das zur Vorhersage der Bewegungsvektoren von Asteroiden verwendet werden kann. Die Verschrottung würde sowohl Ressourcen als auch Forschungsdaten liefern.	200		374327078:artifactmodule tec biotech eyeball asteroid predictor.prefab

artifactmodule tec engine booster 1.prefab
displayName	Tech artifact [engine booster]	Tech-Artefakt [Triebwerksbooster]	40		1971358425:artifactmodule tec engine booster 1.prefab
description	A piece of modular xenotechnology. It speeds up the ship engines if powered. Robust structure increases ship HP.	Ein Stück modularer Xenotechnologie. Es beschleunigt die Schiffsmotoren, wenn es mit Strom versorgt wird. Die robuste Struktur erhöht die HP des Schiffes.	200		1971358425:artifactmodule tec engine booster 1.prefab; 266571173:artifactmodule tec engine booster 2.prefab

artifactmodule tec engine booster 2.prefab
displayName	Tech artifact [engine booster II]	Tech-Artefakt [Triebwerksbooster II]	40		266571173:artifactmodule tec engine booster 2.prefab

artifactmodule tec green slime integrity.prefab
